CJS 408,"Senior Seminar","Preparation for a criminal justice capstone experience. Students will explore vocational and career aspects of criminal justice and criminological disciplines. Required for Criminal Justice majors.",SOC 208,POL 207,PSY 217,SOC 305,SOC 305
CJS 347,"Senior Project Design","Preparation for the criminal justice capstone course with a focus on a workable research topic, literature review, and research methods design. Required for Criminal Justice majors.",SOC 208,POL 207,PSY 217,SOC 305
SWK 330,"Perspectives on Aging","An introduction to the field of gerontology. Focus on the major physical, psychological, and social dynamics of aging. Selected issues will be highlighted. This course is normally taken in the Junior or Senior year(Same as SOC 330.).",SOC 330
SOC 384,"Food Justice","Diversity, social inequality and social justice are integral aspects of the fields of health science, sociology, and humanities. These issues particular to food are relevant in thinking about the challenges that people in Dayton and around the globe face. Through the combined analysis of at least two academic units, students will learn how to perform descriptive and normative analysis, as well as how to focus on pragmatic opportunities to address and ameliorate food injustice."
SOC 388,"Social Theory","Consideration of the works of classical and modern theorists and major trends in historical and contemporary social thought.",SOC 101,SOC 204
SOC 371,"Sociology of Human Rights","Study of the sociological theories and research about human rights violations in the United States as well as globally. The course examines economic, cultural, social, health, and political rights. Human Rights are examined as gendered, racialized, and sexualized."
SOC 392,"Selected Topics in Sociology","Examination of a current topic of general interest in sociology. Majors and nonmajors may enroll. Consult composite for topics. May be repeated as topic changes. Sophomore standing or higher."
SOC 394,"Popular Culture","Introduction to an understanding of popular culture and the entertainment industry, culture trends, popular entertainers and performers and what they reveal about society. This course examines the nature of musical choice, television, radio, Internet, genres and styles, distribution, performance, and the social construction of popular culture. Sophomore standing or higher."
SOC 398,"Social Science Scholars' Seminar","Study and seminar discussion of selected sociological writings and the analysis, interpretation and criticism of these works. Open only to students in the Berry Scholars Program.",ENG 198,HST 198
SOC 426,"Leadership in Building Communities","Investigation of the processes by which urban neighborhoods develop themselves from the inside out. Students cultivate their own interdisciplinary appreciation of urban communities through extensive interaction with one neighborhood's visioning process. Topics include asset-based community development, social capital, citizenship, adaptive leadership, and community building strategies and tools. Same as POL 426.",POL 426
SOC 410,"Victimology","The study of victimization including the relationships between victims and offenders, the interactions of victims and the criminal justice system and other social groups and institutions.",SOC 101,SOC 204
SOC 408,"Senior Project Design","Preparation for sociology capstone course with a focus on a workable research topic, literature review, and research methods design. Required for Sociology majors.",SOC 308,SOC 388
SOC 409,"Senior Project Capstone","Capstone experience for sociology majors consisting of a seminar on research and writing in sociology, an empirical research project, and a written and oral presentation of the research. Students will reflect on how sociological research will influence their professional and personal activities and how they will serve their communities.",SOC 408
SOC 438,"Urban Poverty","Study of the social factors that contribute to poverty in cities. Consideration of the social effects of government and other programs to alleviate poverty. Sophomore standing or higher."
SOC 432,"Structure of Privilege","Study of the theoretical and conceptual issues, empirical research, and social policies germane to the sociological analysis of privilege. Topics include whiteness, men and masculinities, class-privilege, heterosexuality and heterosexism, and intersectionality. Sophomore standing or higher."
SOC 437,"Marx & Sociology","Study of Marx's writings on topics relevant to the social sciences. Comparison of contemporary Marxian scholarship in such areas as social inequality, political structures, urban change, ideology and consciousness, and models for the future.",SOC 101,SOC 204
SOC 435,"Sociology of Globalization","Sociological analysis of modern economic institutions, with an emphasis on classical themes. Topics include capitalism, industrialism and social consequences of contemporary economic trends. Empirical research will be required. Sophomore standing or higher."
SOC 477,"Honors Thesis Project","First of two courses leading to the selection, design, investigation, and completion of an independent, original Honors Thesis project under the guidance of a faculty research advisor. Restricted to students in the University Honors Program with permission of the program director and department chairperson. Students pursuing an interdisciplinary thesis topic may register for three semester hours each in two separate disciplines in consultation with the department chairpersons."
SOC 478,"Honors Thesis Project","Second of two courses leading to the selection, design, investigation, and completion of an independent, original Honors Thesis project under the guidance of a faculty research advisor. Restricted to students in the University Honors Program with permission of the program director and department chairperson. Students pursuing an interdisciplinary thesis topic may register for three semester hours each in two separate disciplines in consultation with the department chairpersons."
SOC 495,"Sociology Internship","Supervised work experience related to course work in sociology in appropriate government, social service, and private organizations. May be repeated to a maximum of six semester hours."
SOC 492,"Special Topics in Sociology","Intensive examination of current theoretical or methodological issues; faculty-advised research project or library work. Consult composite for topics. May be repeated as topic changes.",SOC 101,SOC 204
SOC 498,"Independent Study","Research or special readings on problems of interest to the student under the guidance of sociology staff member."
SOC 497,"Service Learning Experience","Supervised community research or service experience that complements a specific upper division course in Sociology. Repeatable up to three semester hours."
