PHL 377,"Philosophy and Mass Media","Study of the intersection of various areas of philosophical inquiry and the mass media and investigation into the implications for the lives of individuals, the functioning of societies, and the development of the global community. Students will be expected to engage in inquiry into how mass media influences their own lives and communities, and to reflect upon the ethical responsibilities they have as consumers of mass media and that the makers of mass media might have.",PHL 103,ASI 120
PHL 376,"Philosophy & Revolution","No description available."
PHL 371,"Philosophy & Human Rights","Examination of the nature and philosophical foundations of universal moral (human) rights; and application of human rights theory to issues and cases involving civil and political rights, and rights to equality, security, subsistence, education, welfare, employment, and health care.",PHL 103,ASI 120
PHL 370,"Political Philosophy","The course analyzes the evolution of political theories through a study of representative ancient and modern works of political philosophy. It also studies political changes and contemporary political ideas and practices in relation to diverse cultural contexts.",PHL 103,ASI 120
PHL 373,"Philosophy & Cultural Diversity","Philosophical investigation into historical, social, and political dimensions of human diversity in its various manifestations. Topics include colonialism, racism, multiculturalism, nationalism, and democracy."
PHL 372,"Values & Economics","An inquiry into the impact of values and beliefs on the generation of modern economic forces. Analyzing capitalism as a system of validation of beliefs and values, the course relates underdevelopment with the conflict between tradition and modernity. It then reflects on the conditions of change liable to promote global expansion.",PHL 103,ASI 120
PHL 380,"Language & Our World","No description available."
PHL 382,"Culture, Modernization, and Multiple Modernities","The course surveys representative and contending theories of modernization with the view of unraveling the role of values and beliefs in the modernization process. It reexamines the role of culture in light of the emergence of a globalized world and the associated rise of diverse modernities.",PHL 103,ASI 120
PHL 381,"Sexual Ethics","This course will cover various philosophical issues in sexual ethics, including the following: the proper meaning and role of sex within human life; the existence and content of any “natural law(s)” governing sexual activity; the relations between sex, love, and marriage; the meaning and value of sexual freedom; the moral status of homosexuality and same-sex marriage; the meaning and importance of sexual consent; sexual objectification; and the commodification of sex and (mostly) women’s bodies in prostitution and pornography. Special attention will be devoted both to Catholic perspectives and to contemporary feminist perspectives on sexual ethics."
PHL 383,"Ethics of Scientific Research","Inquiry into the main ethical problems of scientific research and the moral principles for resolving them.",PHL 103,ASI 120
PHL 306,"Philosophy of Knowledge","Various criteria, origins, and definitions of knowledge proposed by common sense, science, philosophy, and mysticism; questions of evidence, consistency, and validity pertaining to the problem of truth and belief.",ASI 110,ASI 120,PHL 103
PHL 308,"Metaphysics","Issues and problems under such topics as appearance and reality; universals; relations of mind and matter; the nature of persons and personal identity; causality; freedom and determination.",ASI 110,ASI 120,PHL 103
PHL 307,"Philosophy and Feminist Thought","Philosophical examination of major concepts and selected issues in feminist thought.",PHL 103,ASI 120
PHL 302,"Symbolic Logic","Concentrated study of the valid forms of deductive argument and proof in propositional logic and in predicate logic; study of formal systems and of logic and language.",PHL 103,ASI 120
PHL 301,"Practical Logic","Introduction to the principles of correct reasoning; techniques for the evaluation of arguments; common fallacies in argumentation; applications to current issues in ethics and other areas."
PHL 304,"Philosophy of Human Nature","Examination of humanist, religious and scientific perspectives regarding what defines our 'human nature?' These perspectives include: Western and non-Western philosophical and spiritual traditions, social psychology, cultural anthropology, and evolutionary biology. Throughout the focus is on primary-source texts rather than on summaries and surveys.",ASI 110,ASI 120,PHL 103
PHL 309,"Philosophy of Mind","An analysis of the concept of mind and related issues such as Descartes' mind-body dualism and various responses; the nature of human agency, self-deception; and the rationality of emotions.",ASI 110,ASI 120,PHL 103
PHL 317,"Ethics of War","Study of the ethics of war and the Just War Tradition. Students will be expected to apply the principles of this tradition to ethical issues such as the ethics of torture and the ethics of humanitarian intervention.",PHL 103,ASI 120
PHL 316,"Engineering Ethics","Introduction to ethical issues in engineering by studying theories of moral justification and codes of ethics for engineers, and by applying these theories and codes to moral issues in engineering.",PHL 103,ASI 120
PHL 319,"Information Ethics","Examination of ethical principles, codes, cases, incidents, and issues in the creation, use and distribution of information in and through various media. This includes issues in the ethical design, implementation, and use of computerized information systems.",PHL 103,ASI 120
PHL 318,"Family Ethics","Introduction to the development of the concept of a family in the tradition of Western philosophy and the philosophic analysis of contemporary ethical problems in marriage and in parenthood.",PHL 103,ASI 120
PHL 313,"Business Ethics","Review of major ethical theories and concepts such as justice, human flourishing, rights, virtues, common good, and examination of their implications for today's business world.",PHL 103
PHL 312,"Ethics","Various types of moral and ethical theory in the Western tradition and major problems such as the extent of human responsibility and the conditions for making ethical judgments.",PHL 103,ASI 120
PHL 315,"Medical Ethics","Introduction to ethics in general and inquiry into the main ethical problems tied to medical practice and research, and the moral approaches for resolving them.",ASI 110,ASI 120,PHL 103
PHL 314,"Philosophy of Law","This is a course in the philosophy of law and jurisprudence that is designed for upper-level work in law, philosophy and law-related fields. The course includes the topics of rule of law, natural law theory, critical approaches to law, international law and human rights, distributive justice and material equality, privacy and sexual equality, and the function and limits of punishment.",ASI 110,ASI 120,PHL 103
PHL 311,"Philosophy of Religion","The main issues involved in religious belief and practice, such as the relationship between reason and revelation; critical presentation of views of main writers in the field.",PHL 103,ASI 120
PHL 310,"Social Philosophy","The concepts of liberty, justice, and equality as they relate to social problems such as autonomy, responsibility, privacy, common good, power, economic justice, and discrimination. This course also addresses how the obstacles to justice can be overcome.",PHL 103
PHL 328,"Philosophy of Punishment","Critical examination of punishment, through an analysis of various forms of punishment and what they imply about human nature, power, social norms, and moral principles.",PHL 103,ASI 120
PHL 327,"Philosophy of Peace","Examination of human violence and ethical justifications for war and exploration of resolutions for human conflict in processes such as pacifism, peacemaking, democratic world governance, nonviolent caring, and a sustainable economy.",PHL 103,ASI 120
PHL 324,"Philosophy & Film","This course will critically evaluate texts in philosophy, film criticism, popular culture and other areas that are related to the philosophical study of movies and film.",ASI 110,ASI 120,PHL 103
PHL 323,"Philosophy & Literature","Critical examination of philosophical concepts in selected literary masterpieces, ancient and modern.",PHL 103,ASI 120
PHL 325,"Philosophy of Music","Philosophical investigation of the nature and value of music with emphasis on the varied attributes and purposes of music in relation to art, language, emotion, spirituality, and culture.",PHL 103,ASI 120
PHL 320,"Philosophy of Art","This course will critically evaluate advanced philosophical and art-historical texts pertaining to understanding and appreciating such arts as painting, sculpture, architecture, comedy, literature, theatre, music, dance, and street art.",ASI 110,ASI 120,PHL 103
PHL 322,"Philosophy and Theatre/Dance: Performing Human Identity","An interdisciplinary and advanced philosophy course with two components: 1) theoretical, focusing on the philosophy of dance or theatre and the philosophy of human identity, and/or human flourishing, and 2) dance or theatre, where students will learn to use dance or theatre to express human identity. Repeatable for extra credit as topics change up to 6 semester hours.",PHL 103,ASI 120
PHL 321,"Environmental Ethics","Study of the principal ethical perspectives on the treatment of animals and nature including such issues as agriculture, energy, pollution, and economics; assessment of political responses to current environmental problems.",PHL 103,ASI 120
PHL 240,"Research Methodologies & Technologies","Development of research skills appropriate for the major. Students submit papers carefully selected from written work required for major classes. Required for all Philosophy majors.",PHL 103,ASI 120
